Organization Code,Orgnazation Name,Student Pct Minority,Year,% FREE AND REDUCED,K-12 COUNT,All Students Graduation Rate,Female Graduation Rate,Male Graduation Rate,Pupil/Teacher Ratio,Teacher Pct Minority,Teacher Count,Total FTE,Average Salary,Female AP Enrollment,Male AP Enrollment,Total AP Enrollment
1810,KARVAL RE-23,0.0444,14,0.7692,39,0.5,0.5710000000000001,0.455,7.12,0.875,8,6.5,35895.32,1,0,1
1810,KARVAL RE-23,0.0444,14,0.7692,39,0.5,0.5710000000000001,0.455,7.12,0.875,8,6.5,35895.32,1,0,1
1828,VALLEY RE-1,0.29309999999999997,14,0.47659999999999997,2098,0.833,0.784,0.882,42.54428571428571,0.9932885906040269,149,144.8,39367.71,21,2,23
1828,VALLEY RE-1,0.29309999999999997,14,0.47659999999999997,2098,0.833,0.784,0.882,42.54428571428571,0.9932885906040269,149,144.8,39367.71,21,2,23
1850,FRENCHMAN RE-3,0.1263,14,0.35869999999999996,184,1.0,1.0,1.0,10.645,1.0,19,18.6,36484.43,0,0,0
1850,FRENCHMAN RE-3,0.1263,14,0.35869999999999996,184,1.0,1.0,1.0,10.645,1.0,19,18.6,36484.43,0,0,0
1860,BUFFALO RE-4J,0.12380000000000001,14,0.254,315,0.9620000000000001,0.9,1.0,13.985,1.0,23,22.7,40473.66,0,0,0
1860,BUFFALO RE-4J,0.12380000000000001,14,0.254,315,0.9620000000000001,0.9,1.0,13.985,1.0,23,22.7,40473.66,0,0,0
1870,PLATEAU RE-5,0.0565,14,0.34340000000000004,166,1.0,1.0,1.0,9.64,1.0,18,18.5,36065.06,0,0,0
1870,PLATEAU RE-5,0.0565,14,0.34340000000000004,166,1.0,1.0,1.0,9.64,1.0,18,18.5,36065.06,0,0,0
1980,DE BEQUE 49JT,0.1457,14,0.4275,138,0.6,0.0,0.6,9.64,1.0,16,15.4,38019.84,0,0,0
1980,DE BEQUE 49JT,0.1457,14,0.4275,138,0.6,0.0,0.6,9.64,1.0,16,15.4,38019.84,0,0,0
1990,PLATEAU VALLEY 50,0.22219999999999998,14,0.2705,440,0.287,0.462,0.16399999999999998,15.1575,1.0,32,32.3,40826.84,0,0,0
1990,PLATEAU VALLEY 50,0.22219999999999998,14,0.2705,440,0.287,0.462,0.16399999999999998,15.1575,1.0,32,32.3,40826.84,0,0,0
2000,MESA COUNTY VALLEY 51,0.28600000000000003,14,0.426,21054,0.772,0.8140000000000001,0.7290000000000001,17.83021739130435,0.9969765684051398,1323,1289.0,44698.03,1398,1314,2712
2000,MESA COUNTY VALLEY 51,0.28600000000000003,14,0.426,21054,0.772,0.8140000000000001,0.7290000000000001,17.83021739130435,0.9969765684051398,1323,1289.0,44698.03,1398,1314,2712
2010,CREEDE SCHOOL DISTRICT,0.1558,14,0.5974,77,1.0,1.0,1.0,6.22,1.0,12,12.4,33788.58,0,0,0
2010,CREEDE SCHOOL DISTRICT,0.1558,14,0.5974,77,1.0,1.0,1.0,6.22,1.0,12,12.4,33788.58,0,0,0
2020,MOFFAT COUNTY RE:NO 1,0.27399999999999997,14,0.42840000000000006,2005,0.846,0.852,0.8390000000000001,19.85285714285714,1.0,134,133.7,45943.13,0,0,0
2020,MOFFAT COUNTY RE:NO 1,0.27399999999999997,14,0.42840000000000006,2005,0.846,0.852,0.8390000000000001,19.85285714285714,1.0,134,133.7,45943.13,0,0,0
2035,MONTEZUMA-CORTEZ RE-1,0.5109,14,0.6068,2678,0.5489999999999999,0.526,0.5710000000000001,38.37181818181818,1.0,171,168.6,41976.79,33,18,51
2035,MONTEZUMA-CORTEZ RE-1,0.5109,14,0.6068,2678,0.5489999999999999,0.526,0.5710000000000001,38.37181818181818,1.0,171,168.6,41976.79,33,18,51
2055,DOLORES RE-4A,0.1809,14,0.4542,731,0.8640000000000001,0.95,0.792,13.916666666666666,1.0,53,52.4,36431.58,0,0,0
2055,DOLORES RE-4A,0.1809,14,0.4542,731,0.8640000000000001,0.95,0.792,13.916666666666666,1.0,53,52.4,36431.58,0,0,0
2070,MANCOS RE-6,0.3143,14,0.5788,425,0.852,0.846,0.857,13.030000000000001,1.0,35,35.0,34118.96,0,0,0
2070,MANCOS RE-6,0.3143,14,0.5788,425,0.852,0.846,0.857,13.030000000000001,1.0,35,35.0,34118.96,0,0,0
2180,MONTROSE COUNTY RE-1J,0.4355,14,0.5077,5812,0.757,0.856,0.664,16.735333333333333,1.0,372,367.8,44100.46,68,33,101
2180,MONTROSE COUNTY RE-1J,0.4355,14,0.5077,5812,0.757,0.856,0.664,16.735333333333333,1.0,372,367.8,44100.46,68,33,101
2190,WEST END RE-2,0.13140000000000002,14,0.569,239,0.727,0.667,0.8,11.343333333333334,1.0,25,24.6,34305.88,0,0,0
2190,WEST END RE-2,0.13140000000000002,14,0.569,239,0.727,0.667,0.8,11.343333333333334,1.0,25,24.6,34305.88,0,0,0
2395,BRUSH RE-2(J),0.5336,14,0.5755,1437,0.85,0.8420000000000001,0.86,16.705000000000002,1.0,92,88.6,37151.16,31,11,42
2395,BRUSH RE-2(J),0.5336,14,0.5755,1437,0.85,0.8420000000000001,0.86,16.705000000000002,1.0,92,88.6,37151.16,31,11,42
2405,FORT MORGAN RE-3,0.6716,14,0.6811,2970,0.7070000000000001,0.6970000000000001,0.7170000000000001,15.0425,1.0,201,205.2,38234.21,0,0,0
2405,FORT MORGAN RE-3,0.6716,14,0.6811,2970,0.7070000000000001,0.6970000000000001,0.7170000000000001,15.0425,1.0,201,205.2,38234.21,0,0,0
2505,WELDON VALLEY RE-20(J),0.1721,14,0.3134,217,0.917,1.0,0.875,14.61,0.9411764705882353,17,16.2,34761.61,0,0,0
2505,WELDON VALLEY RE-20(J),0.1721,14,0.3134,217,0.917,1.0,0.875,14.61,0.9411764705882353,17,16.2,34761.61,0,0,0
2515,WIGGINS RE-50(J),0.31129999999999997,14,0.4874,517,0.971,0.929,1.0,17.37,1.0,32,32.2,37459.82,0,0,0
2515,WIGGINS RE-50(J),0.31129999999999997,14,0.4874,517,0.971,0.929,1.0,17.37,1.0,32,32.2,37459.82,0,0,0
2520,EAST OTERO R-1,0.6883,14,0.7433,1309,0.76,0.7709999999999999,0.75,16.766666666666666,0.9876543209876543,81,76.1,37847.39,18,12,30
2520,EAST OTERO R-1,0.6883,14,0.7433,1309,0.76,0.7709999999999999,0.75,16.766666666666666,0.9876543209876543,81,76.1,37847.39,18,12,30
2530,ROCKY FORD R-2,0.7553,14,0.7985,779,0.784,0.821,0.7390000000000001,13.486666666666666,0.9508196721311475,61,59.3,35714.24,0,0,0
2530,ROCKY FORD R-2,0.7553,14,0.7985,779,0.784,0.821,0.7390000000000001,13.486666666666666,0.9508196721311475,61,59.3,35714.24,0,0,0
2535,MANZANOLA 3J,0.6531,14,0.7234,141,0.9440000000000001,1.0,0.909,8.47,1.0,19,17.5,33333.31,0,0,0
2535,MANZANOLA 3J,0.6531,14,0.7234,141,0.9440000000000001,1.0,0.909,8.47,1.0,19,17.5,33333.31,0,0,0
2540,FOWLER R-4J,0.2562,14,0.5398,402,0.909,0.9329999999999999,0.889,11.949999999999998,0.9714285714285714,35,34.3,35446.29,0,0,0
2540,FOWLER R-4J,0.2562,14,0.5398,402,0.909,0.9329999999999999,0.889,11.949999999999998,0.9714285714285714,35,34.3,35446.29,0,0,0
2560,CHERAW 31,0.2664,14,0.6179,212,0.889,1.0,0.833,13.01,1.0,17,17.2,34566.51,0,0,0
2560,CHERAW 31,0.2664,14,0.6179,212,0.889,1.0,0.833,13.01,1.0,17,17.2,34566.51,0,0,0
2570,SWINK 33,0.2792,14,0.433,351,0.9620000000000001,0.889,1.0,12.02,1.0,31,29.2,38820.88,0,0,0
2570,SWINK 33,0.2792,14,0.433,351,0.9620000000000001,0.889,1.0,12.02,1.0,31,29.2,38820.88,0,0,0
2580,OURAY R-1,0.1518,14,0.37079999999999996,178,0.938,1.0,0.889,6.57,1.0,27,29.1,35727.2,5,6,11
2580,OURAY R-1,0.1518,14,0.37079999999999996,178,0.938,1.0,0.889,6.57,1.0,27,29.1,35727.2,5,6,11
2590,RIDGWAY R-2,0.1573,14,0.3175,337,0.8,0.909,0.7140000000000001,11.506666666666666,1.0,32,31.2,37991.63,0,0,0
2590,RIDGWAY R-2,0.1573,14,0.3175,337,0.8,0.909,0.7140000000000001,11.506666666666666,1.0,32,31.2,37991.63,0,0,0
2600,PLATTE CANYON 1,0.1681,14,0.30260000000000004,945,0.863,0.9329999999999999,0.8140000000000001,15.59666666666667,1.0,68,64.9,44097.7,30,36,66
2600,PLATTE CANYON 1,0.1681,14,0.30260000000000004,945,0.863,0.9329999999999999,0.8140000000000001,15.59666666666667,1.0,68,64.9,44097.7,30,36,66
2610,PARK COUNTY RE-2,0.1797,14,0.5229,568,0.889,1.0,0.8420000000000001,14.339999999999998,1.0,45,45.6,35723.33,0,0,0
2610,PARK COUNTY RE-2,0.1797,14,0.5229,568,0.889,1.0,0.8420000000000001,14.339999999999998,1.0,45,45.6,35723.33,0,0,0
2620,HOLYOKE RE-1J,0.4722,14,0.4739,593,0.8290000000000001,0.905,0.75,14.86,0.9777777777777777,45,44.9,34700.21,5,10,15
2620,HOLYOKE RE-1J,0.4722,14,0.4739,593,0.8290000000000001,0.905,0.75,14.86,0.9777777777777777,45,44.9,34700.21,5,10,15
2630,HAXTUN RE-2J,0.10300000000000001,14,0.32549999999999996,298,0.9229999999999999,0.929,0.917,12.495000000000001,1.0,26,25.8,35175.79,0,0,0
2630,HAXTUN RE-2J,0.10300000000000001,14,0.32549999999999996,298,0.9229999999999999,0.929,0.917,12.495000000000001,1.0,26,25.8,35175.79,0,0,0
2640,ASPEN 1,0.1424,14,0.052300000000000006,1703,0.993,1.0,0.987,22.34,1.0,144,136.6,53700.96,0,0,0
2640,ASPEN 1,0.1424,14,0.052300000000000006,1703,0.993,1.0,0.987,22.34,1.0,144,136.6,53700.96,0,0,0
2650,GRANADA RE-1,0.7228,14,0.6117,188,0.846,0.75,1.0,10.045,1.0,21,20.2,34314.96,0,0,0
2650,GRANADA RE-1,0.7228,14,0.6117,188,0.846,0.75,1.0,10.045,1.0,21,20.2,34314.96,0,0,0
2660,LAMAR RE-2,0.5965,14,0.6653,1488,0.722,0.7040000000000001,0.7440000000000001,18.119999999999997,0.9811320754716981,106,102.8,39601.96,1,0,1
2660,LAMAR RE-2,0.5965,14,0.6653,1488,0.722,0.7040000000000001,0.7440000000000001,18.119999999999997,0.9811320754716981,106,102.8,39601.96,1,0,1
2670,HOLLY RE-3,0.5861,14,0.7409,274,0.895,1.0,0.857,12.15,1.0,24,24.3,33275.02,0,0,0
2670,HOLLY RE-3,0.5861,14,0.7409,274,0.895,1.0,0.857,12.15,1.0,24,24.3,33275.02,0,0,0
2680,WILEY RE-13 JT,0.264,14,0.5439,228,0.615,0.6,0.625,8.835,1.0,23,28.8,25171.35,33,18,51
2680,WILEY RE-13 JT,0.264,14,0.5439,228,0.615,0.6,0.625,8.835,1.0,23,28.8,25171.35,33,18,51
2690,PUEBLO CITY 60,0.7434000000000001,14,0.7186,16969,0.7190000000000001,0.768,0.6709999999999999,17.97272727272727,0.9940417080436942,1007,1023.7,45682.4,0,0,0
2690,PUEBLO CITY 60,0.7434000000000001,14,0.7186,16969,0.7190000000000001,0.768,0.6709999999999999,17.97272727272727,0.9940417080436942,1007,1023.7,45682.4,0,0,0
2700,PUEBLO COUNTY 70,0.3994,14,0.4621,9035,0.833,0.9009999999999999,0.773,18.659166666666668,1.0,501,498.2,44264.01,202,134,336
2700,PUEBLO COUNTY 70,0.3994,14,0.4621,9035,0.833,0.9009999999999999,0.773,18.659166666666668,1.0,501,498.2,44264.01,202,134,336
2710,MEEKER RE1,0.18510000000000001,14,0.3558,638,0.948,0.9690000000000001,0.9229999999999999,15.829999999999998,1.0,41,38.9,42850.95,0,0,0
2710,MEEKER RE1,0.18510000000000001,14,0.3558,638,0.948,0.9690000000000001,0.9229999999999999,15.829999999999998,1.0,41,38.9,42850.95,0,0,0
2720,RANGELY RE-4,0.1033,14,0.3757,503,0.9259999999999999,0.9229999999999999,0.929,14.495,1.0,34,32.7,38431.67,0,0,0
2720,RANGELY RE-4,0.1033,14,0.3757,503,0.9259999999999999,0.9229999999999999,0.929,14.495,1.0,34,32.7,38431.67,0,0,0
2730,DEL NORTE C-7,0.5971,14,0.6211,417,0.833,0.857,0.8,10.656666666666666,1.0,36,39.2,31078.17,0,0,0
2730,DEL NORTE C-7,0.5971,14,0.6211,417,0.833,0.857,0.8,10.656666666666666,1.0,36,39.2,31078.17,0,0,0
2740,MONTE VISTA C-8,0.723,14,0.7159,1070,0.762,0.7609999999999999,0.763,17.083333333333332,1.0,73,74.0,37644.05,50,29,79
2740,MONTE VISTA C-8,0.723,14,0.7159,1070,0.762,0.7609999999999999,0.763,17.083333333333332,1.0,73,74.0,37644.05,50,29,79
2750,SARGENT RE-33J,0.2995,14,0.3774,424,1.0,1.0,1.0,13.06,1.0,34,32.5,35095.2,2,0,2
2750,SARGENT RE-33J,0.2995,14,0.3774,424,1.0,1.0,1.0,13.06,1.0,34,32.5,35095.2,2,0,2
2760,HAYDEN RE-1,0.1208,14,0.413,385,0.9640000000000001,1.0,0.938,10.623333333333333,1.0,38,38.0,47108.95,18,12,30
2760,HAYDEN RE-1,0.1208,14,0.413,385,0.9640000000000001,1.0,0.938,10.623333333333333,1.0,38,38.0,47108.95,18,12,30
2770,STEAMBOAT SPRINGS RE-2,0.15560000000000002,14,0.1673,2468,0.9109999999999999,0.958,0.855,13.783333333333333,1.0,167,165.3,48389.92,141,163,304
2770,STEAMBOAT SPRINGS RE-2,0.15560000000000002,14,0.1673,2468,0.9109999999999999,0.958,0.855,13.783333333333333,1.0,167,165.3,48389.92,141,163,304
2780,SOUTH ROUTT RE 3,0.09970000000000001,14,0.38689999999999997,367,0.818,0.625,0.929,13.58,1.0,35,34.2,38600.02,1,1,2
2780,SOUTH ROUTT RE 3,0.09970000000000001,14,0.38689999999999997,367,0.818,0.625,0.929,13.58,1.0,35,34.2,38600.02,1,1,2
2790,MOUNTAIN VALLEY RE 1,0.3116,14,0.6905,126,0.778,0.75,0.8,8.823333333333334,1.0,16,16.0,29914.4,0,0,0
2790,MOUNTAIN VALLEY RE 1,0.3116,14,0.6905,126,0.778,0.75,0.8,8.823333333333334,1.0,16,16.0,29914.4,0,0,0
2800,MOFFAT 2,0.2041,14,0.8167,180,0.909,0.833,1.0,8.540000000000001,1.0,21,23.7,28711.62,0,0,0
2800,MOFFAT 2,0.2041,14,0.8167,180,0.909,0.833,1.0,8.540000000000001,1.0,21,23.7,28711.62,0,0,0
2810,CENTER 26 JT,0.9183,14,0.9262,610,0.7440000000000001,0.667,0.7859999999999999,19.455999999999996,1.0,46,44.8,36593.22,0,0,0
2810,CENTER 26 JT,0.9183,14,0.9262,610,0.7440000000000001,0.667,0.7859999999999999,19.455999999999996,1.0,46,44.8,36593.22,0,0,0
2820,SILVERTON 1,0.3387,14,0.5645,62,0.8,0.0,0.8,4.8133333333333335,1.0,11,12.5,27912.69,0,0,0
2820,SILVERTON 1,0.3387,14,0.5645,62,0.8,0.0,0.8,4.8133333333333335,1.0,11,12.5,27912.69,0,0,0
2830,TELLURIDE R-1,0.20379999999999998,14,0.2394,873,0.938,0.9390000000000001,0.935,13.003333333333332,1.0,77,70.2,51178.1,123,96,219
2830,TELLURIDE R-1,0.20379999999999998,14,0.2394,873,0.938,0.9390000000000001,0.935,13.003333333333332,1.0,77,70.2,51178.1,123,96,219
2840,NORWOOD R-2J,0.12890000000000001,14,0.47009999999999996,268,0.929,0.8,1.0,13.2,1.0,27,21.6,41374.22,0,0,0
2840,NORWOOD R-2J,0.12890000000000001,14,0.47009999999999996,268,0.929,0.8,1.0,13.2,1.0,27,21.6,41374.22,0,0,0
2862,JULESBURG RE-1,0.2607,14,0.42560000000000003,766,0.21,0.21600000000000003,0.203,18.866666666666667,1.0,42,37.5,42977.04,0,0,0
2862,JULESBURG RE-1,0.2607,14,0.42560000000000003,766,0.21,0.21600000000000003,0.203,18.866666666666667,1.0,42,37.5,42977.04,0,0,0
3000,SUMMIT RE-1,0.3862,14,0.33630000000000004,3194,0.8959999999999999,0.94,0.862,12.802999999999997,1.0,224,205.2,53924.65,58,37,95
3000,SUMMIT RE-1,0.3862,14,0.33630000000000004,3194,0.8959999999999999,0.94,0.862,12.802999999999997,1.0,224,205.2,53924.65,58,37,95
3010,CRIPPLE CREEK-VICTOR RE-1,0.16670000000000001,14,0.5832999999999999,324,0.593,0.7859999999999999,0.385,13.395,1.0,29,29.1,35415.32,0,0,0
3010,CRIPPLE CREEK-VICTOR RE-1,0.16670000000000001,14,0.5832999999999999,324,0.593,0.7859999999999999,0.385,13.395,1.0,29,29.1,35415.32,0,0,0
3020,WOODLAND PARK RE-2,0.15109999999999998,14,0.3333,2379,0.755,0.807,0.71,17.298000000000002,1.0,144,144.0,40211.85,125,102,227
3020,WOODLAND PARK RE-2,0.15109999999999998,14,0.3333,2379,0.755,0.807,0.71,17.298000000000002,1.0,144,144.0,40211.85,125,102,227
3030,AKRON R-1,0.2353,14,0.47369999999999995,342,0.958,1.0,0.857,10.985,1.0,26,31.3,29986.38,0,0,0
3030,AKRON R-1,0.2353,14,0.47369999999999995,342,0.958,1.0,0.857,10.985,1.0,26,31.3,29986.38,0,0,0
3040,ARICKAREE R-2,0.3271,14,0.5769,104,1.0,1.0,1.0,7.445,0.9333333333333333,15,14.4,28054.6,0,0,0
3040,ARICKAREE R-2,0.3271,14,0.5769,104,1.0,1.0,1.0,7.445,0.9333333333333333,15,14.4,28054.6,0,0,0
3050,OTIS R-3,0.1106,14,0.4692,211,0.813,0.6,0.909,11.77,1.0,21,19.1,32753.25,0,0,0
3050,OTIS R-3,0.1106,14,0.4692,211,0.813,0.6,0.909,11.77,1.0,21,19.1,32753.25,0,0,0
3060,LONE STAR 101,0.009399999999999999,14,0.3679,106,1.0,1.0,1.0,6.303333333333334,1.0,17,17.8,25227.54,0,0,0
3060,LONE STAR 101,0.009399999999999999,14,0.3679,106,1.0,1.0,1.0,6.303333333333334,1.0,17,17.8,25227.54,0,0,0
3070,WOODLIN R-104,0.098,14,0.5978,92,0.8,0.667,1.0,9.135,1.0,13,11.1,24323.02,0,0,0
3070,WOODLIN R-104,0.098,14,0.5978,92,0.8,0.667,1.0,9.135,1.0,13,11.1,24323.02,0,0,0
3080,WELD COUNTY RE-1,0.5954999999999999,14,0.5821000000000001,1876,0.88,0.956,0.818,14.006666666666666,0.9925925925925926,135,137.9,42057.86,0,0,0
3080,WELD COUNTY RE-1,0.5954999999999999,14,0.5821000000000001,1876,0.88,0.956,0.818,14.006666666666666,0.9925925925925926,135,137.9,42057.86,0,0,0
3085,EATON RE-2,0.2652,14,0.3582,1904,0.9059999999999999,0.8959999999999999,0.914,16.824,0.9913793103448276,116,112.3,44302.86,0,0,0
3085,EATON RE-2,0.2652,14,0.3582,1904,0.9059999999999999,0.8959999999999999,0.914,16.824,0.9913793103448276,116,112.3,44302.86,0,0,0
3100,WINDSOR RE-4,0.1923,14,0.1801,4959,0.917,0.953,0.88,17.136666666666667,0.9935483870967742,310,302.2,46501.11,168,115,283
3100,WINDSOR RE-4,0.1923,14,0.1801,4959,0.917,0.953,0.88,17.136666666666667,0.9935483870967742,310,302.2,46501.11,168,115,283
3110,JOHNSTOWN-MILLIKEN RE-5J,0.32799999999999996,14,0.3056,3603,0.755,0.831,0.695,19.71666666666667,1.0,190,189.3,49025.82,48,27,75
3110,JOHNSTOWN-MILLIKEN RE-5J,0.32799999999999996,14,0.3056,3603,0.755,0.831,0.695,19.71666666666667,1.0,190,189.3,49025.82,48,27,75
3120,GREELEY 6,0.6559999999999999,14,0.6193,21183,0.778,0.802,0.7559999999999999,18.817999999999998,0.9991518235793045,1179,1155.5,46758.55,1251,876,2127
3120,GREELEY 6,0.6559999999999999,14,0.6193,21183,0.778,0.802,0.7559999999999999,18.817999999999998,0.9991518235793045,1179,1155.5,46758.55,1251,876,2127
3130,PLATTE VALLEY RE-7,0.3348,14,0.44549999999999995,1129,0.917,0.9309999999999999,0.903,14.106666666666667,1.0,82,79.9,44156.08,0,0,0
3130,PLATTE VALLEY RE-7,0.3348,14,0.44549999999999995,1129,0.917,0.9309999999999999,0.903,14.106666666666667,1.0,82,79.9,44156.08,0,0,0
3140,WELD COUNTY S/D RE-8,0.7462000000000001,14,0.731,2171,0.7929999999999999,0.836,0.753,16.875999999999998,0.9861111111111112,144,140.6,45678.61,84,63,147
3140,WELD COUNTY S/D RE-8,0.7462000000000001,14,0.731,2171,0.7929999999999999,0.836,0.753,16.875999999999998,0.9861111111111112,144,140.6,45678.61,84,63,147
3145,AULT-HIGHLAND RE-9,0.37189999999999995,14,0.4678,761,0.925,0.846,1.0,13.226666666666667,1.0,60,58.3,36836.89,44,25,69
3145,AULT-HIGHLAND RE-9,0.37189999999999995,14,0.4678,761,0.925,0.846,1.0,13.226666666666667,1.0,60,58.3,36836.89,44,25,69
3146,BRIGGSDALE RE-10,0.1243,14,0.3436,163,1.0,1.0,1.0,10.309999999999999,1.0,17,17.1,36587.69,0,0,0
3146,BRIGGSDALE RE-10,0.1243,14,0.3436,163,1.0,1.0,1.0,10.309999999999999,1.0,17,17.1,36587.69,0,0,0
3147,PRAIRIE RE-11,0.1105,14,0.2787,183,0.9229999999999999,1.0,0.889,10.79,1.0,20,17.6,40807.11,0,0,0
3147,PRAIRIE RE-11,0.1105,14,0.2787,183,0.9229999999999999,1.0,0.889,10.79,1.0,20,17.6,40807.11,0,0,0
3148,PAWNEE RE-12,0.11109999999999999,14,0.31579999999999997,76,1.0,1.0,1.0,4.13,1.0,16,19.6,25991.69,0,0,0
3148,PAWNEE RE-12,0.11109999999999999,14,0.31579999999999997,76,1.0,1.0,1.0,4.13,1.0,16,19.6,25991.69,0,0,0
3200,YUMA 1,0.5328,14,0.5907,777,0.91,0.879,0.941,20.857499999999998,1.0,64,64.7,39754.28,0,0,0
3200,YUMA 1,0.5328,14,0.5907,777,0.91,0.879,0.941,20.857499999999998,1.0,64,64.7,39754.28,0,0,0
3210,WRAY RD-2,0.2872,14,0.5357,644,0.8909999999999999,0.9440000000000001,0.857,13.966666666666667,1.0,49,49.2,35145.11,0,0,0
3210,WRAY RD-2,0.2872,14,0.5357,644,0.8909999999999999,0.9440000000000001,0.857,13.966666666666667,1.0,49,49.2,35145.11,0,0,0
3220,IDALIA RJ-3,0.2786,14,0.5814,172,1.0,1.0,1.0,11.545,1.0,19,16.7,35635.42,0,0,0
3220,IDALIA RJ-3,0.2786,14,0.5814,172,1.0,1.0,1.0,11.545,1.0,19,16.7,35635.42,0,0,0
3230,LIBERTY J-4,0.125,14,0.2877,73,1.0,1.0,1.0,19.19,1.0,5,4.9,34846.87,0,0,0
3230,LIBERTY J-4,0.125,14,0.2877,73,1.0,1.0,1.0,19.19,1.0,5,4.9,34846.87,0,0,0
8001,CHARTER SCHOOL INSTITUTE,0.5256000000000001,14,0.4447,13878,0.43200000000000005,0.475,0.377,19.850588235294115,0.9921773142112125,767,741.9,36695.14,2,1,3
8001,CHARTER SCHOOL INSTITUTE,0.5256000000000001,14,0.4447,13878,0.43200000000000005,0.475,0.377,19.850588235294115,0.9921773142112125,767,741.9,36695.14,2,1,3
